tweet_id,text,favorite_count
1937962794248208869',"One of the most dangerous games to play is someone's else's. Because even if you win, you still lose.",2369
1937902397990248660',You don't need a vision board if your goals are all you think about every hour of everyday.,4051
1937855855132582296',You can cure most anxiety by simply making a choice and sticking with it.,3268
1937819361424601585',"There’s never a line for hard work. 

No ones cutting you off, keeping it from you, or making it difficult.

It's open 24/7 and available to everyone.",2165
1937683469196312847',"You'll never get ahead if every time someone else gets ahead, it bothers you.",3403
1937638177331691956',"How to stay poor:

Think someone else winning means you losing.",6361
1937591603545215068',"If you're surrounded by people who aren't where you want to be in life, don't take their advice on how to get there.",2834
1937545058640666781',"Reminder to non-business owners: There are plenty of other ways to live your dream life outside of starting a business.

You can just make money - then - do what you love. Just don't wait until the end of your life to start doing it.",1509
1937497230539124834',"The world belongs to those who keep showing up, long after the excitement of showing up goes away.",7550
1937450803175837889',"If you want to make more money, stop trying new things.

It's impossible to become world class at anything when you start something new every three months.",5509
1937314791552348542',Do it now so you won't have to remember it later.,3055
1937269592956559622',"People underestimate the value of disappearing for 6 months into a cave to come back stronger.

It worked for Batman. It worked for Superman. It'll work for you.

Except people wont accept it as normal.

But if you wanna be a superhero, you gotta do superhero sh*t.",6267
1937236769172340952',"Real friends tell you out when you mess up.

Fake friends tell other people.",2730
1937191470953287685',You can’t have a 1 in 100 day every week. Some days just aren't gonna be as good as others. You don't need to change anything. You just need to stick with the plan.,2124
1937146167415943453',Few things change your life more than leveling up the people you choose to listen to.,1868
1937114716586848288',"Before you blame a competitor or frenemy for being against you, consider the more likely alternative that they don't care and haven't thought about you at all.",1423
1936963709718401135',"Normies will tell you ""you've changed"" because they don't know how to say ""you've grown.""

And you can't grow without changing. 

And you can't have change without people wanting you the way you were.

So, there's nothing wrong with you (or them). It's just a fact of life.",1862
